full_url,player,country,age,team,firepower,rating_2,kpr,damage_per_round,dpr_win,rounds_with_kill,pistol_round_rating,rounds_with_multi_kill,entrying,saved_by_teammate_pr,traded_deaths_pr,traded_death_percentage,opening_death_traded_percentage,asists_pr,support_rounds,opening,opening_kills_pr,opening_deaths_pr,opening_attempts,opening_sucess,win_percent_after_open_kill,attacks_per_round,sniping,sniping_kpr,sniping_k_percentage,rounds_w_sniping_k_percentage,sniping_multi_kill_rounds,sniping_opening_kpr,trading,saved_teammate_pr,trade_kills_pr,trade_kills_percentage,assisted_kills_percentage,damage_per_kill,clutching,clutch_points_pr,last_alive_percentage,one_v_one_percentage,time_alive_pr,saved_per_round_loss,utility,utility_damage_pr,utility_kills_per100_r,flashes_thrown_pr,flash_assists_pr,timme_opponent_flashed_pr
https://www.hltv.org/stats/players/18835/saffee,saffee,Brazil,30 years,MIBR,0.76,1.16,0.74,75.2,96.7,0.49,1.13,0.18,0.24,0.09,0.11,0.22,0.22,0.11,0.19,0.64,0.11,0.08,0.19,58.9%,0.76,2.09,0.92,0.36,0.48,0.26,0.1,0.07,0.39,0.1,0.14,0.19,0.2,102,0.57,0.02,0.11,0.6,0.68,0.1,0.6,2.89,0.54,0.78,0.07,2.49
https://www.hltv.org/stats/players/16726/phzy,phzy,Sweden,22 years,Wildcard,0.61,1.09,0.69,73.0,94.9,0.47,1.13,0.17,0.18,0.08,0.11,0.22,0.22,0.11,0.19,0.53,0.1,0.08,0.18,55.6%,0.74,2.12,0.91,0.32,0.46,0.26,0.08,0.07,0.33,0.09,0.13,0.19,0.19,105,0.65,0.02,0.13,0.6,0.66,0.1,0.57,3.21,0.71,0.66,0.07,2.5
https://www.hltv.org/stats/players/13670/nawwk,nawwk,Sweden,27 years,fnatic,0.66,1.12,0.72,71.9,93.2,0.49,1.11,0.18,0.16,0.08,0.1,0.23,0.23,0.09,0.18,0.45,0.1,0.06,0.16,61.0%,0.76,1.93,0.92,0.33,0.45,0.26,0.09,0.06,0.55,0.11,0.15,0.21,0.21,99,0.8,0.03,0.16,0.54,0.71,0.11,0.4,2.69,0.72,0.52,0.05,2.41
https://www.hltv.org/stats/players/7964/cadian,cadiaN,Denmark,29 years,Astralis,0.56,1.04,0.69,72.5,82.3,0.47,,0.16,0.15,0.09,0.1,0.2,0.2,0.11,0.18,0.77,0.12,0.09,0.22,56.9%,0.76,2.19,0.92,0.33,0.48,0.26,0.08,0.08,0.13,0.08,0.11,0.16,0.18,92,0.51,0.02,0.12,0.57,0.58,0.11,0.79,5.16,1.02,0.78,0.07,2.29
https://www.hltv.org/stats/players/20245/samey,SaMey,Poland,24 years,No team,0.55,1.08,0.7,69.4,90.8,0.48,1.08,0.17,0.36,0.1,0.12,0.24,0.24,0.1,0.18,0.52,0.1,0.07,0.18,58.9%,0.74,1.92,0.92,0.34,0.49,0.27,0.09,0.08,0.6,0.11,0.15,0.22,0.22,100,0.64,0.02,0.13,0.62,0.66,0.09,0.6,3.58,1.0,0.64,0.08,2.59
https://www.hltv.org/stats/players/15662/zorte,zorte,Russia,26 years,BetBoom,0.68,1.14,0.72,73.1,93.8,0.49,1.17,0.18,0.22,0.09,0.11,0.22,0.22,0.09,0.18,0.72,0.12,0.08,0.2,61.1%,0.74,1.87,0.92,0.35,0.49,0.27,0.09,0.09,0.53,0.11,0.15,0.21,0.18,101,0.65,0.02,0.13,0.58,0.66,0.11,0.61,2.86,0.66,0.89,0.08,2.39
https://www.hltv.org/stats/players/21809/910,910,Mongolia,22 years,The MongolZ,0.64,1.11,0.71,72.3,91.0,0.48,1.11,0.17,0.15,0.08,0.1,0.23,0.23,0.11,0.19,0.57,0.11,0.08,0.19,57.4%,0.75,1.93,0.92,0.33,0.46,0.27,0.09,0.07,0.51,0.1,0.15,0.21,0.23,102,0.7,0.03,0.14,0.56,0.64,0.07,0.43,2.77,0.63,0.55,0.05,2.35
https://www.hltv.org/stats/players/21763/ultimate,ultimate,Poland,21 years,Liquid,0.62,1.08,0.71,71.6,96.8,0.48,1.02,0.17,0.27,0.09,0.12,0.21,0.21,0.1,0.16,0.73,0.12,0.1,0.22,55.3%,0.71,1.86,0.92,0.35,0.49,0.27,0.09,0.09,0.39,0.1,0.14,0.2,0.22,101,0.58,0.02,0.12,0.52,0.63,0.08,0.44,2.63,0.67,0.57,0.06,2.25
https://www.hltv.org/stats/players/20870/sl3nd,sl3nd,Hungary,20 years,GamerLegion,0.67,1.14,0.71,75.1,96.3,0.49,1.03,0.17,0.18,0.09,0.1,0.2,0.2,0.13,0.2,0.47,0.1,0.06,0.16,60.9%,0.74,2.27,0.92,0.35,0.49,0.27,0.09,0.07,0.45,0.1,0.14,0.2,0.22,106,0.72,0.03,0.14,0.56,0.69,0.13,0.77,5.53,1.27,0.66,0.06,2.38
https://www.hltv.org/stats/players/19694/nqz,nqz,Brazil,19 years,paiN,0.59,1.13,0.71,70.9,89.7,0.48,1.13,0.17,0.19,0.08,0.1,0.24,0.24,0.1,0.21,0.49,0.1,0.07,0.17,59.7%,0.75,1.99,0.92,0.36,0.5,0.27,0.09,0.07,0.55,0.1,0.15,0.22,0.22,100,0.67,0.03,0.12,0.59,0.7,0.12,0.59,3.14,0.74,0.71,0.07,2.4
https://www.hltv.org/stats/players/2023/fallen,FalleN,Brazil,33 years,FURIA,0.54,1.06,0.69,70.7,79.4,0.47,,0.17,0.15,0.09,0.1,0.18,0.18,0.1,0.19,0.66,0.12,0.08,0.2,58.8%,0.74,1.98,0.93,0.38,0.55,0.28,0.1,0.09,0.17,0.08,0.11,0.17,0.19,91,0.48,0.02,0.1,0.57,0.58,0.07,0.65,3.43,0.84,0.92,0.07,2.23
https://www.hltv.org/stats/players/8950/kaze,kaze,Malaysia,30 years,Rare Atom,0.82,1.16,0.76,77.1,93.5,0.5,,0.19,0.19,0.08,0.11,0.22,0.22,0.11,0.19,0.61,0.11,0.07,0.18,62.3%,0.76,2.24,0.93,0.38,0.5,0.28,0.1,0.08,0.44,0.1,0.15,0.19,0.2,98,0.73,0.03,0.14,0.65,0.64,0.1,0.58,2.97,0.72,0.75,0.06,2.3
https://www.hltv.org/stats/players/20425/r1nkle,r1nkle,Ukraine,20 years,Ninjas in Pyjamas,0.79,1.13,0.74,76.3,100.0,0.5,1.09,0.19,0.15,0.08,0.11,0.2,0.2,0.1,0.16,0.77,0.13,0.09,0.22,57.9%,0.74,2.06,0.93,0.36,0.48,0.28,0.1,0.09,0.52,0.11,0.15,0.21,0.2,103,0.63,0.02,0.15,0.55,0.62,0.1,0.55,3.4,0.83,0.62,0.06,2.41
https://www.hltv.org/stats/players/12840/hallzerk,hallzerk,Norway,24 years,Complexity,0.65,1.09,0.71,72.8,96.5,0.48,1.08,0.18,0.32,0.1,0.12,0.23,0.23,0.1,0.17,0.7,0.12,0.09,0.2,58.1%,0.74,1.91,0.93,0.37,0.51,0.28,0.1,0.08,0.55,0.11,0.15,0.22,0.19,102,0.64,0.02,0.12,0.62,0.82,0.07,0.55,3.24,0.67,0.63,0.07,2.56
https://www.hltv.org/stats/players/19069/forsyy,forsyy,Czech Republic,23 years,ECLOT,0.67,1.14,0.72,73.6,96.2,0.48,1.08,0.18,0.15,0.08,0.1,0.22,0.22,0.11,0.2,0.58,0.11,0.07,0.18,61.6%,0.74,1.91,0.93,0.39,0.54,0.29,0.1,0.08,0.45,0.1,0.14,0.2,0.21,103,0.67,0.02,0.15,0.63,0.67,0.14,0.53,3.58,0.69,0.59,0.06,2.28
https://www.hltv.org/stats/players/21239/martinezsa,MartinezSa,Spain,23 years,9z,0.64,1.13,0.72,71.4,94.4,0.49,1.14,0.17,0.14,0.08,0.1,0.21,0.21,0.1,0.19,0.73,0.13,0.07,0.2,63.5%,0.72,1.8,0.93,0.39,0.53,0.29,0.1,0.09,0.35,0.09,0.14,0.19,0.22,99,0.65,0.02,0.14,0.58,0.7,0.12,0.5,1.95,0.38,0.66,0.07,2.44
https://www.hltv.org/stats/players/21439/icy,ICY,Kazakhstan,19 years,Cloud9,0.62,1.15,0.72,70.5,92.2,0.49,1.12,0.18,0.22,0.09,0.1,0.27,0.27,0.1,0.2,0.58,0.11,0.07,0.18,62.6%,0.73,1.84,0.93,0.37,0.51,0.29,0.1,0.08,0.7,0.12,0.16,0.23,0.24,98,0.86,0.04,0.15,0.65,0.7,0.13,0.49,3.32,0.97,0.55,0.06,2.47
https://www.hltv.org/stats/players/19230/m0nesy,m0NESY,Russia,19 years,G2,0.89,1.23,0.78,79.6,102.6,0.51,1.27,0.2,0.26,0.09,0.11,0.22,0.22,0.11,0.18,0.82,0.14,0.08,0.22,63.0%,0.75,1.98,0.93,0.39,0.5,0.29,0.1,0.09,0.5,0.11,0.15,0.2,0.18,102,0.64,0.03,0.11,0.6,0.68,0.1,0.57,2.81,0.53,0.7,0.08,2.53
https://www.hltv.org/stats/players/8574/woxic,woxic,Turkey,26 years,Eternal Fire,0.74,1.11,0.73,75.5,96.3,0.49,,0.18,0.16,0.08,0.11,0.19,0.19,0.11,0.18,0.68,0.12,0.08,0.2,60.1%,0.76,1.96,0.93,0.39,0.54,0.3,0.11,0.09,0.38,0.1,0.14,0.19,0.18,103,0.68,0.03,0.14,0.61,0.66,0.08,0.51,2.64,0.73,0.66,0.06,2.28
https://www.hltv.org/stats/players/19869/try,try,Argentina,20 years,Imperial,0.79,1.18,0.75,76.2,98.2,0.5,1.11,0.19,0.28,0.09,0.12,0.22,0.22,0.1,0.18,0.7,0.12,0.08,0.2,61.4%,0.74,1.97,0.93,0.4,0.53,0.3,0.11,0.09,0.5,0.1,0.15,0.2,0.19,101,0.6,0.02,0.12,0.58,0.67,0.1,0.68,3.72,0.82,0.8,0.09,2.6
https://www.hltv.org/stats/players/16848/hades,hades,Poland,24 years,Monte,0.7,1.12,0.73,73.4,95.0,0.49,1.05,0.18,0.1,0.07,0.1,0.18,0.18,0.09,0.17,0.66,0.12,0.07,0.19,61.8%,0.76,1.9,0.93,0.39,0.53,0.3,0.1,0.09,0.24,0.08,0.13,0.18,0.19,101,0.64,0.02,0.13,0.6,0.65,0.09,0.51,2.41,0.4,0.65,0.06,2.54
https://www.hltv.org/stats/players/18072/torzsi,torzsi,Hungary,22 years,MOUZ,0.75,1.15,0.74,74.7,98.0,0.5,1.16,0.18,0.18,0.09,0.11,0.19,0.19,0.1,0.17,0.67,0.12,0.07,0.19,60.9%,0.77,1.9,0.94,0.41,0.55,0.31,0.11,0.09,0.44,0.1,0.15,0.2,0.2,101,0.7,0.03,0.13,0.59,0.66,0.1,0.55,2.6,0.66,0.7,0.07,2.4
https://www.hltv.org/stats/players/17306/degster,degster,Russia,23 years,HEROIC,0.85,1.19,0.77,77.7,100.8,0.51,1.25,0.2,0.12,0.08,0.1,0.19,0.19,0.09,0.18,0.75,0.13,0.08,0.2,62.5%,0.74,1.91,0.93,0.4,0.52,0.31,0.11,0.1,0.45,0.1,0.15,0.2,0.17,101,0.65,0.03,0.13,0.56,0.65,0.12,0.42,2.82,0.93,0.53,0.05,2.43
https://www.hltv.org/stats/players/16920/sh1ro,sh1ro,Russia,23 years,Spirit,0.85,1.25,0.77,78.3,98.1,0.51,1.27,0.19,0.15,0.08,0.1,0.21,0.21,0.11,0.21,0.6,0.11,0.06,0.17,66.1%,0.77,2.11,0.94,0.43,0.55,0.33,0.11,0.09,0.61,0.11,0.17,0.22,0.2,101,0.83,0.03,0.15,0.65,0.73,0.16,0.65,3.92,0.87,0.71,0.07,2.37
https://www.hltv.org/stats/players/7266/syrson,syrsoN,Germany,28 years,BIG,0.7,1.09,0.73,73.7,93.9,0.49,,0.18,0.12,0.08,0.1,0.18,0.18,0.1,0.16,0.85,0.14,0.1,0.23,58.7%,0.76,1.74,0.95,0.45,0.61,0.34,0.12,0.11,0.24,0.09,0.12,0.17,0.18,96,0.53,0.02,0.12,0.59,0.59,0.08,0.4,2.56,0.68,0.52,0.05,2.35
https://www.hltv.org/stats/players/15370/slaxz,slaxz-,Germany,26 years,M80,0.64,1.13,0.71,72.5,95.0,0.48,1.09,0.17,0.18,0.09,0.11,0.2,0.2,0.1,0.19,0.76,0.13,0.08,0.21,61.6%,0.74,1.76,0.95,0.45,0.63,0.35,0.12,0.11,0.3,0.09,0.13,0.18,0.18,102,0.62,0.02,0.12,0.58,0.65,0.1,0.64,3.4,0.67,0.77,0.08,2.49
